"Exp","DayOfImaging","Watering.Regime","Mean","NSFTV.ID"
"E3",21,"Control",323789,"NSFTV_268"
"E1",10,"Control",45153,"NSFTV_268"
"E2",7,"Low water",28158,"NSFTV_268"
"E2",8,"Control",23895,"NSFTV_268"
"E2",8,"Low water",30570,"NSFTV_268"
"E3",3,"Low water",12736,"NSFTV_268"
"E3",4,"Low water",15026,"NSFTV_268"
"E2",10,"Low water",32155,"NSFTV_268"
"E2",11,"Control",38263,"NSFTV_268"
"E2",4,"Control",23516,"NSFTV_268"
"E2",4,"Low water",18122,"NSFTV_268"
"E3",6,"Low water",22914,"NSFTV_268"
"E3",7,"Control",24984,"NSFTV_268"
"E3",7,"Low water",28700,"NSFTV_268"
"E3",8,"Control",35650,"NSFTV_268"
"E3",22,"Control",356675,"NSFTV_268"
"E3",22,"Low water",98415,"NSFTV_268"
"E3",17,"Control",162995,"NSFTV_268"
"E2",15,"Low water",45042,"NSFTV_268"
"E2",16,"Control",73398,"NSFTV_268"
"E2",16,"Low water",42707,"NSFTV_268"
"E2",17,"Control",67039,"NSFTV_268"
"E3",13,"Low water",67133,"NSFTV_268"
"E3",6,"Control",22726,"NSFTV_268"
"E2",17,"Low water",42112,"NSFTV_268"
"E1",8,"Low water",58791,"NSFTV_268"
"E1",9,"Control",47047,"NSFTV_268"
"E1",9,"Low water",66576,"NSFTV_268"
"E2",6,"Low water",21928,"NSFTV_268"
"E3",9,"Low water",37686,"NSFTV_268"
"E2",20,"Low water",41760,"NSFTV_268"
"E2",21,"Control",130610,"NSFTV_268"
"E2",9,"Control",29525,"NSFTV_268"
"E2",9,"Low water",30888,"NSFTV_268"
"E2",22,"Low water",36799,"NSFTV_268"
"E2",23,"Control",135341,"NSFTV_268"
"E1",0,"Control",14587,"NSFTV_268"
"E1",5,"Low water",38901,"NSFTV_268"
"E2",23,"Low water",38409,"NSFTV_268"
"E1",8,"Control",39827,"NSFTV_268"
"E1",7,"Low water",52861,"NSFTV_268"
"E3",1,"Control",18418,"NSFTV_268"
"E2",0,"Control",14688,"NSFTV_268"
"E3",10,"Control",59510,"NSFTV_268"
"E3",10,"Low water",48376,"NSFTV_268"
"E3",17,"Low water",93683,"NSFTV_268"
"E3",18,"Control",201969,"NSFTV_268"
"E2",10,"Control",37336,"NSFTV_268"
"E3",13,"Control",100101,"NSFTV_268"
"E3",19,"Low water",110577,"NSFTV_268"
"E3",0,"Low water",12016,"NSFTV_268"
"E1",6,"Control",41957,"NSFTV_268"
"E2",0,"Low water",11021,"NSFTV_268"
"E1",6,"Low water",49582,"NSFTV_268"
"E1",12,"Control",64236,"NSFTV_268"
"E3",8,"Low water",31037,"NSFTV_268"
"E3",18,"Low water",102533,"NSFTV_268"
"E2",1,"Control",17948,"NSFTV_268"
"E3",12,"Low water",62258,"NSFTV_268"
"E3",11,"Control",72284,"NSFTV_268"
"E3",0,"Control",15244,"NSFTV_268"
"E3",19,"Control",240508,"NSFTV_268"
"E3",2,"Control",22203,"NSFTV_268"
"E1",7,"Control",41936,"NSFTV_268"
"E3",3,"Control",24713,"NSFTV_268"
"E3",9,"Control",44000,"NSFTV_268"
"E3",12,"Control",86734,"NSFTV_268"
"E3",2,"Low water",9163,"NSFTV_268"
"E3",11,"Low water",55565,"NSFTV_268"
"E3",1,"Low water",14840,"NSFTV_268"
"E1",5,"Control",37545,"NSFTV_268"
"E1",4,"Low water",35287,"NSFTV_268"
"E1",6,"Control",35603,"NSFTV_267"
"E1",5,"Low water",26176,"NSFTV_267"
"E3",13,"Low water",66983,"NSFTV_267"
"E1",5,"Control",33934,"NSFTV_267"
"E1",20,"Low water",74290,"NSFTV_267"
"E3",13,"Control",91743,"NSFTV_267"
"E1",6,"Low water",32456,"NSFTV_267"
"E1",4,"Low water",24173,"NSFTV_267"
"E3",14,"Low water",69746,"NSFTV_267"
"E3",15,"Control",131804,"NSFTV_267"
"E2",7,"Control",42824,"NSFTV_267"
"E3",14,"Control",107909,"NSFTV_267"
"E1",14,"Control",106442,"NSFTV_267"
"E1",14,"Low water",70719,"NSFTV_267"
"E1",13,"Low water",71800,"NSFTV_267"
"E1",7,"Control",37846,"NSFTV_267"
"E1",4,"Control",28318,"NSFTV_267"
"E1",15,"Control",118653,"NSFTV_267"
"E3",12,"Low water",61671,"NSFTV_267"
"E2",0,"Control",13243,"NSFTV_267"
"E2",7,"Low water",24415,"NSFTV_267"
"E2",8,"Control",46935,"NSFTV_267"
"E2",8,"Low water",26470,"NSFTV_267"
"E2",9,"Control",49061,"NSFTV_267"
"E1",0,"Control",9741,"NSFTV_267"
"E1",0,"Low water",12352,"NSFTV_267"
"E1",13,"Control",92764,"NSFTV_267"
"E1",8,"Control",47142,"NSFTV_267"
"E3",1,"Low water",13464,"NSFTV_267"
"E3",2,"Control",12657,"NSFTV_267"
"E1",3,"Low water",17438,"NSFTV_267"
"E1",20,"Control",202933,"NSFTV_267"
"E3",12,"Control",80226,"NSFTV_267"
"E2",0,"Low water",12585,"NSFTV_267"
"E1",15,"Low water",72831,"NSFTV_267"
"E3",11,"Control",64795,"NSFTV_267"
"E3",11,"Low water",54452,"NSFTV_267"
"E2",22,"Low water",29687,"NSFTV_267"
"E2",9,"Low water",29156,"NSFTV_267"
"E1",7,"Low water",37445,"NSFTV_267"
"E3",22,"Low water",95200,"NSFTV_267"
"E2",18,"Control",175035,"NSFTV_267"
"E2",18,"Low water",29289,"NSFTV_267"
"E2",19,"Control",205196,"NSFTV_267"
"E2",19,"Low water",30092,"NSFTV_267"
"E2",20,"Control",218122,"NSFTV_267"
"E2",6,"Low water",23083,"NSFTV_267"
"E3",10,"Low water",48972,"NSFTV_267"
"E3",20,"Low water",85616,"NSFTV_267"
"E2",22,"Control",243321,"NSFTV_267"
"E1",11,"Control",69240,"NSFTV_267"
"E2",23,"Control",279976,"NSFTV_267"
"E2",23,"Low water",29800,"NSFTV_267"
"E1",1,"Control",11698,"NSFTV_267"
"E1",1,"Low water",13714,"NSFTV_267"
"E1",2,"Control",15215,"NSFTV_267"
"E1",2,"Low water",15097,"NSFTV_267"
"E1",3,"Control",20912,"NSFTV_267"
"E1",19,"Low water",69963,"NSFTV_267"
"E2",20,"Low water",27770,"NSFTV_267"
"E2",21,"Control",219138,"NSFTV_267"
"E2",21,"Low water",29365,"NSFTV_267"
"E1",10,"Low water",62871,"NSFTV_267"
"E2",1,"Control",13537,"NSFTV_267"
"E1",11,"Low water",73217,"NSFTV_267"
"E1",12,"Control",81697,"NSFTV_267"
"E3",15,"Low water",74183,"NSFTV_267"
"E3",16,"Control",167309,"NSFTV_267"
"E1",8,"Low water",47261,"NSFTV_267"
"E1",9,"Control",55470,"NSFTV_267"
"E1",9,"Low water",56735,"NSFTV_267"
"E1",10,"Control",60206,"NSFTV_267"
"E2",6,"Control",30343,"NSFTV_267"
"E3",9,"Low water",47159,"NSFTV_267"
"E3",10,"Control",52883,"NSFTV_267"
"E3",4,"Control",18427,"NSFTV_267"
"E3",20,"Control",338567,"NSFTV_267"
"E2",1,"Low water",12754,"NSFTV_267"
"E1",16,"Control",131048,"NSFTV_267"
"E1",12,"Low water",72247,"NSFTV_267"
"E3",0,"Control",10577,"NSFTV_267"
"E3",0,"Low water",12365,"NSFTV_267"
"E3",1,"Control",11156,"NSFTV_267"
"E1",18,"Low water",73422,"NSFTV_267"
"E1",19,"Control",181045,"NSFTV_267"
"E3",2,"Low water",13747,"NSFTV_267"
"E3",3,"Control",15102,"NSFTV_267"
"E3",3,"Low water",16979,"NSFTV_267"
"E3",19,"Low water",83997,"NSFTV_267"
"E2",13,"Low water",35230,"NSFTV_267"
"E2",15,"Control",130345,"NSFTV_267"
"E3",21,"Control",370750,"NSFTV_267"
"E1",16,"Low water",72822,"NSFTV_267"
"E1",17,"Control",137742,"NSFTV_267"
"E1",17,"Low water",69822,"NSFTV_267"
"E1",18,"Control",165370,"NSFTV_267"
"E3",17,"Control",194278,"NSFTV_267"
"E3",17,"Low water",81782,"NSFTV_267"
"E2",5,"Control",24228,"NSFTV_267"
"E2",5,"Low water",22603,"NSFTV_267"
"E3",9,"Control",46211,"NSFTV_267"
"E2",13,"Control",91623,"NSFTV_267"
"E3",22,"Control",403166,"NSFTV_267"
"E2",14,"Control",105906,"NSFTV_267"
"E3",4,"Low water",20110,"NSFTV_267"
"E3",21,"Low water",91272,"NSFTV_267"
"E2",4,"Control",20497,"NSFTV_267"
"E2",10,"Control",58024,"NSFTV_267"
"E3",16,"Low water",75571,"NSFTV_267"
"E2",17,"Low water",28867,"NSFTV_267"
"E3",5,"Control",19561,"NSFTV_267"
"E3",18,"Control",231004,"NSFTV_267"
"E3",18,"Low water",81621,"NSFTV_267"
"E3",19,"Control",288539,"NSFTV_267"
"E2",3,"Low water",16241,"NSFTV_267"
"E2",2,"Control",13074,"NSFTV_267"
"E2",16,"Low water",32878,"NSFTV_267"
"E2",14,"Low water",33728,"NSFTV_267"
"E3",8,"Low water",39925,"NSFTV_267"
"E2",11,"Control",74640,"NSFTV_267"
"E2",4,"Low water",19288,"NSFTV_267"
"E2",17,"Control",168145,"NSFTV_267"
"E2",3,"Control",16694,"NSFTV_267"
"E2",10,"Low water",33553,"NSFTV_267"
"E2",15,"Low water",33392,"NSFTV_267"
"E3",8,"Control",40188,"NSFTV_267"
"E2",12,"Control",83717,"NSFTV_267"
"E2",12,"Low water",35559,"NSFTV_267"
"E3",6,"Low water",25355,"NSFTV_267"
"E2",2,"Low water",13431,"NSFTV_267"
"E2",16,"Control",154068,"NSFTV_267"
"E3",5,"Low water",21071,"NSFTV_267"
"E3",6,"Control",24633,"NSFTV_267"
"E2",11,"Low water",34913,"NSFTV_267"
"E3",7,"Control",34351,"NSFTV_267"
"E3",7,"Low water",32767,"NSFTV_267"
"E1",1,"Low water",14353,"NSFTV_266"
"E1",20,"Low water",173860,"NSFTV_266"
"E3",11,"Low water",99331,"NSFTV_266"
"E3",11,"Control",143007,"NSFTV_266"
"E1",20,"Control",456900,"NSFTV_266"
"E2",21,"Control",205408,"NSFTV_266"
"E3",10,"Low water",83008,"NSFTV_266"
"E3",10,"Control",124576,"NSFTV_266"
"E2",20,"Low water",80270,"NSFTV_266"
"E1",2,"Low water",16882.5,"NSFTV_266"
"E3",12,"Control",162179,"NSFTV_266"
"E1",2,"Control",17639,"NSFTV_266"
"E1",1,"Control",14488.5,"NSFTV_266"
"E2",19,"Control",202821,"NSFTV_266"
"E2",21,"Low water",71389,"NSFTV_266"
"E2",4,"Low water",21524,"NSFTV_266"
"E2",20,"Control",227475,"NSFTV_266"
"E3",9,"Low water",69634,"NSFTV_266"
"E1",19,"Low water",169683,"NSFTV_266"
"E1",0,"Control",11019,"NSFTV_266"
"E1",0,"Low water",10718.5,"NSFTV_266"
"E1",8,"Control",73369.5,"NSFTV_266"
"E2",5,"Control",34960,"NSFTV_266"
"E2",5,"Low water",26570,"NSFTV_266"
"E3",12,"Low water",102063,"NSFTV_266"
"E2",18,"Low water",83552,"NSFTV_266"
"E2",16,"Low water",84028,"NSFTV_266"
"E2",17,"Control",164196,"NSFTV_266"
"E2",19,"Low water",84762,"NSFTV_266"
"E3",22,"Control",768962,"NSFTV_266"
"E3",22,"Low water",172265,"NSFTV_266"
"E1",12,"Low water",110720.5,"NSFTV_266"
"E1",13,"Control",174540,"NSFTV_266"
"E1",13,"Low water",124908.5,"NSFTV_266"
"E2",22,"Control",239773,"NSFTV_266"
"E2",22,"Low water",67375,"NSFTV_266"
"E2",23,"Control",229206,"NSFTV_266"
"E2",17,"Low water",82844,"NSFTV_266"
"E2",16,"Control",145329,"NSFTV_266"
"E2",18,"Control",186787,"NSFTV_266"
"E1",10,"Low water",91110.5,"NSFTV_266"
"E1",11,"Control",127704,"NSFTV_266"
"E3",8,"Control",79394,"NSFTV_266"
"E3",8,"Low water",61075,"NSFTV_266"
"E3",9,"Control",96890,"NSFTV_266"
"E2",2,"Low water",16762,"NSFTV_266"
"E2",3,"Control",26276,"NSFTV_266"
"E2",3,"Low water",19414,"NSFTV_266"
"E2",4,"Control",28312,"NSFTV_266"
"E2",12,"Control",92168,"NSFTV_266"
"E2",12,"Low water",61902,"NSFTV_266"
"E2",15,"Low water",74725,"NSFTV_266"
"E1",3,"Control",21095.5,"NSFTV_266"
"E1",3,"Low water",21801,"NSFTV_266"
"E1",4,"Control",29954.5,"NSFTV_266"
"E1",4,"Low water",29295.5,"NSFTV_266"
"E1",5,"Control",37500,"NSFTV_266"
"E1",5,"Low water",37446,"NSFTV_266"
"E1",6,"Control",45928,"NSFTV_266"
"E2",10,"Low water",52147,"NSFTV_266"
"E2",11,"Control",77688,"NSFTV_266"
"E2",11,"Low water",56803,"NSFTV_266"
"E1",14,"Low water",134169.5,"NSFTV_266"
"E1",15,"Control",236910.5,"NSFTV_266"
"E2",23,"Low water",69531,"NSFTV_266"
"E2",14,"Low water",72038,"NSFTV_266"
"E2",15,"Control",124958,"NSFTV_266"
"E3",19,"Low water",147414,"NSFTV_266"
"E3",20,"Low water",152618,"NSFTV_266"
"E1",11,"Low water",101252.5,"NSFTV_266"
"E1",12,"Control",148325,"NSFTV_266"
"E3",1,"Low water",17362,"NSFTV_266"
"E3",2,"Control",22801,"NSFTV_266"
"E3",2,"Low water",22694,"NSFTV_266"
"E1",14,"Control",206094.5,"NSFTV_266"
"E1",7,"Low water",49812,"NSFTV_266"
"E3",16,"Control",303682,"NSFTV_266"
"E3",16,"Low water",125514,"NSFTV_266"
"E3",6,"Control",52718,"NSFTV_266"
"E3",6,"Low water",47442,"NSFTV_266"
"E3",7,"Control",65941,"NSFTV_266"
"E3",7,"Low water",55119,"NSFTV_266"
"E2",1,"Control",16456,"NSFTV_266"
"E2",1,"Low water",13345,"NSFTV_266"
"E2",2,"Control",22098,"NSFTV_266"
"E1",18,"Control",366142.5,"NSFTV_266"
"E1",18,"Low water",159521.5,"NSFTV_266"
"E1",19,"Control",419271,"NSFTV_266"
"E3",3,"Control",25769,"NSFTV_266"
"E3",3,"Low water",25748,"NSFTV_266"
"E3",4,"Control",32011,"NSFTV_266"
"E2",13,"Control",101928,"NSFTV_266"
"E2",6,"Control",42545,"NSFTV_266"
"E2",6,"Low water",32704,"NSFTV_266"
"E2",7,"Control",47740,"NSFTV_266"
"E2",7,"Low water",41204,"NSFTV_266"
"E2",8,"Control",51775,"NSFTV_266"
"E2",8,"Low water",46971,"NSFTV_266"
"E2",9,"Control",57289,"NSFTV_266"
"E1",6,"Low water",43956.5,"NSFTV_266"
"E1",7,"Control",60634,"NSFTV_266"
"E2",10,"Control",68741,"NSFTV_266"
"E3",15,"Low water",123747,"NSFTV_266"
"E3",15,"Control",271874,"NSFTV_266"
"E1",15,"Low water",144776,"NSFTV_266"
"E2",13,"Low water",65797,"NSFTV_266"
"E2",14,"Control",113341,"NSFTV_266"
"E1",10,"Control",105913.5,"NSFTV_266"
"E3",0,"Control",13598,"NSFTV_266"
"E3",21,"Control",682545,"NSFTV_266"
"E3",21,"Low water",175819,"NSFTV_266"
"E1",17,"Low water",156613,"NSFTV_266"
"E3",13,"Control",187001,"NSFTV_266"
"E2",9,"Low water",48786,"NSFTV_266"
"E3",13,"Low water",107949,"NSFTV_266"
"E3",14,"Control",226143,"NSFTV_266"
"E3",14,"Low water",114615,"NSFTV_266"
"E2",0,"Low water",12347,"NSFTV_266"
"E3",5,"Control",40179,"NSFTV_266"
"E3",5,"Low water",37794,"NSFTV_266"
"E2",0,"Control",13337,"NSFTV_266"
"E1",9,"Low water",80285,"NSFTV_266"
"E1",16,"Low water",151416.5,"NSFTV_266"
"E1",17,"Control",321095,"NSFTV_266"
"E3",1,"Control",19151,"NSFTV_266"
"E3",20,"Control",588217,"NSFTV_266"
"E3",18,"Low water",133903,"NSFTV_266"
"E1",8,"Low water",65219.5,"NSFTV_266"
"E1",9,"Control",89952,"NSFTV_266"
"E3",17,"Control",370720,"NSFTV_266"
"E3",17,"Low water",126664,"NSFTV_266"
"E3",19,"Control",515753,"NSFTV_266"
"E3",0,"Low water",14279,"NSFTV_266"
"E3",18,"Control",443046,"NSFTV_266"
"E3",4,"Low water",30035,"NSFTV_266"
"E1",16,"Control",270150.5,"NSFTV_266"
"E3",10,"Control",58775,"NSFTV_265"
"E3",1,"Control",11645,"NSFTV_265"
"E3",0,"Low water",12167,"NSFTV_265"
"E1",0,"Low water",13589,"NSFTV_265"
"E3",9,"Low water",45378,"NSFTV_265"
"E2",6,"Low water",34225,"NSFTV_265"
"E2",4,"Control",30718,"NSFTV_265"
"E2",4,"Low water",26812,"NSFTV_265"
"E2",6,"Control",50550,"NSFTV_265"
"E2",21,"Low water",92098,"NSFTV_265"
"E2",22,"Control",421458,"NSFTV_265"
"E2",11,"Low water",64356,"NSFTV_265"
"E2",5,"Low water",28997,"NSFTV_265"
"E2",9,"Control",72383,"NSFTV_265"
"E3",0,"Control",10940,"NSFTV_265"
"E1",11,"Low water",74533,"NSFTV_265"
"E1",12,"Control",171058,"NSFTV_265"
"E2",5,"Control",37290,"NSFTV_265"
"E3",9,"Control",49764,"NSFTV_265"
"E1",0,"Control",14675,"NSFTV_265"
"E3",2,"Low water",20010,"NSFTV_265"
"E2",22,"Low water",95243,"NSFTV_265"
"E2",7,"Control",60322,"NSFTV_265"
"E2",7,"Low water",40410,"NSFTV_265"
"E2",8,"Control",65200,"NSFTV_265"
"E2",8,"Low water",50720,"NSFTV_265"
"E2",2,"Low water",20529,"NSFTV_265"
"E2",9,"Low water",54461,"NSFTV_265"
"E2",3,"Low water",24187,"NSFTV_265"
"E3",7,"Low water",38277,"NSFTV_265"
"E1",12,"Low water",75423,"NSFTV_265"
"E3",1,"Low water",15461,"NSFTV_265"
"E3",2,"Control",14540,"NSFTV_265"
"E2",21,"Control",395807,"NSFTV_265"
"E3",15,"Control",140506,"NSFTV_265"
"E2",0,"Control",13092,"NSFTV_265"
"E2",0,"Low water",10256,"NSFTV_265"
"E2",1,"Control",16394,"NSFTV_265"
"E3",11,"Low water",75600,"NSFTV_265"
"E3",12,"Control",92226,"NSFTV_265"
"E2",3,"Control",24988,"NSFTV_265"
"E3",13,"Control",97604,"NSFTV_265"
"E2",10,"Control",85984,"NSFTV_265"
"E3",8,"Control",44301,"NSFTV_265"
"E3",8,"Low water",38787,"NSFTV_265"
"E2",20,"Low water",90216,"NSFTV_265"
"E2",11,"Control",102917,"NSFTV_265"
"E1",14,"Control",245616,"NSFTV_265"
"E1",1,"Control",21910,"NSFTV_265"
"E3",10,"Low water",60640,"NSFTV_265"
"E3",11,"Control",81769,"NSFTV_265"
"E2",14,"Control",149122,"NSFTV_265"
"E2",14,"Low water",75928,"NSFTV_265"
"E3",12,"Low water",79705,"NSFTV_265"
"E3",19,"Low water",132555,"NSFTV_265"
"E3",20,"Control",280390,"NSFTV_265"
"E2",15,"Control",181705,"NSFTV_265"
"E2",15,"Low water",84783,"NSFTV_265"
"E1",13,"Control",203712,"NSFTV_265"
"E1",13,"Low water",79279,"NSFTV_265"
"E1",5,"Low water",33556,"NSFTV_265"
"E3",3,"Control",17386,"NSFTV_265"
"E3",3,"Low water",22895,"NSFTV_265"
"E3",4,"Control",19216,"NSFTV_265"
"E3",4,"Low water",23632,"NSFTV_265"
"E2",1,"Low water",13531,"NSFTV_265"
"E2",2,"Control",19501,"NSFTV_265"
"E3",6,"Low water",35702,"NSFTV_265"
"E3",7,"Control",40270,"NSFTV_265"
"E1",20,"Control",539243,"NSFTV_265"
"E1",19,"Low water",83173,"NSFTV_265"
"E2",20,"Control",353625,"NSFTV_265"
"E2",10,"Low water",59369,"NSFTV_265"
"E3",21,"Control",304135,"NSFTV_265"
"E1",6,"Low water",49552,"NSFTV_265"
"E3",15,"Low water",104337,"NSFTV_265"
"E2",12,"Control",116771,"NSFTV_265"
"E2",23,"Control",499165,"NSFTV_265"
"E2",23,"Low water",104054,"NSFTV_265"
"E1",2,"Low water",21688,"NSFTV_265"
"E1",3,"Control",30618,"NSFTV_265"
"E1",3,"Low water",26916,"NSFTV_265"
"E3",13,"Low water",88515,"NSFTV_265"
"E3",14,"Control",120947,"NSFTV_265"
"E3",14,"Low water",95771,"NSFTV_265"
"E3",20,"Low water",134807,"NSFTV_265"
"E1",5,"Control",51986,"NSFTV_265"
"E2",16,"Control",213906,"NSFTV_265"
"E1",14,"Low water",83158,"NSFTV_265"
"E1",15,"Control",286391,"NSFTV_265"
"E2",12,"Low water",66452,"NSFTV_265"
"E2",13,"Control",132606,"NSFTV_265"
"E2",13,"Low water",75372,"NSFTV_265"
"E3",19,"Control",236707,"NSFTV_265"
"E1",10,"Low water",67197,"NSFTV_265"
"E1",11,"Control",155201,"NSFTV_265"
"E1",18,"Low water",85926,"NSFTV_265"
"E1",19,"Control",458883,"NSFTV_265"
"E1",4,"Low water",27552,"NSFTV_265"
"E1",15,"Low water",86177,"NSFTV_265"
"E1",16,"Control",312956,"NSFTV_265"
"E1",6,"Control",67037,"NSFTV_265"
"E1",7,"Control",72881,"NSFTV_265"
"E3",6,"Control",29041,"NSFTV_265"
"E1",20,"Low water",89445,"NSFTV_265"
"E3",5,"Control",22678,"NSFTV_265"
"E3",5,"Low water",24430,"NSFTV_265"
"E2",19,"Low water",87028,"NSFTV_265"
"E1",7,"Low water",58539,"NSFTV_265"
"E3",18,"Low water",123504,"NSFTV_265"
"E1",4,"Control",38031,"NSFTV_265"
"E3",17,"Control",188308,"NSFTV_265"
"E3",17,"Low water",118107,"NSFTV_265"
"E1",1,"Low water",15539,"NSFTV_265"
"E1",2,"Control",27788,"NSFTV_265"
"E2",19,"Control",312174,"NSFTV_265"
"E2",18,"Low water",83135,"NSFTV_265"
"E3",18,"Control",199309,"NSFTV_265"
"E1",18,"Control",403028,"NSFTV_265"
"E3",16,"Low water",110889,"NSFTV_265"
"E1",16,"Low water",86056,"NSFTV_265"
"E3",21,"Low water",145686,"NSFTV_265"
"E3",16,"Control",162802,"NSFTV_265"
"E1",10,"Control",137843,"NSFTV_265"
"E2",18,"Control",270343,"NSFTV_265"
"E1",17,"Control",351483,"NSFTV_265"
"E1",17,"Low water",84841,"NSFTV_265"
"E3",22,"Control",342286,"NSFTV_265"
"E3",22,"Low water",153378,"NSFTV_265"
"E1",8,"Low water",64634,"NSFTV_265"
"E1",9,"Control",112062,"NSFTV_265"
"E1",9,"Low water",63740,"NSFTV_265"
"E2",17,"Low water",86573,"NSFTV_265"
"E1",8,"Control",90901,"NSFTV_265"
"E2",16,"Low water",83446,"NSFTV_265"
"E2",17,"Control",240852,"NSFTV_265"
"E3",5,"Control",44974,"NSFTV_264"
"E2",17,"Control",263890,"NSFTV_264"
"E1",7,"Low water",40574,"NSFTV_264"
"E1",2,"Low water",14567,"NSFTV_264"
"E3",4,"Low water",30939,"NSFTV_264"
"E1",0,"Control",8323,"NSFTV_264"
"E3",16,"Low water",122276,"NSFTV_264"
"E3",5,"Low water",34598,"NSFTV_264"
"E1",2,"Control",14982,"NSFTV_264"
"E1",1,"Low water",11037,"NSFTV_264"
"E2",18,"Low water",147902,"NSFTV_264"
"E2",17,"Low water",150742,"NSFTV_264"
"E2",18,"Control",282483,"NSFTV_264"
"E3",18,"Control",479683,"NSFTV_264"
"E1",1,"Control",11372,"NSFTV_264"
"E3",17,"Control",410500,"NSFTV_264"
"E3",17,"Low water",120640,"NSFTV_264"
"E1",12,"Control",111685,"NSFTV_264"
"E1",20,"Low water",270742,"NSFTV_264"
"E1",0,"Low water",8863,"NSFTV_264"
"E2",16,"Low water",141761,"NSFTV_264"
"E1",20,"Control",371374,"NSFTV_264"
"E1",4,"Control",19775,"NSFTV_264"
"E2",16,"Control",243489,"NSFTV_264"
"E1",8,"Low water",50414,"NSFTV_264"
"E1",11,"Low water",92609,"NSFTV_264"
"E3",15,"Low water",123290,"NSFTV_264"
"E3",16,"Control",358552,"NSFTV_264"
"E1",6,"Low water",32285,"NSFTV_264"
"E1",7,"Control",35777,"NSFTV_264"
"E3",11,"Low water",86691,"NSFTV_264"
"E3",12,"Control",196955,"NSFTV_264"
"E1",8,"Control",50122,"NSFTV_264"
"E3",18,"Low water",131884,"NSFTV_264"
"E1",3,"Control",17394,"NSFTV_264"
"E1",3,"Low water",18310,"NSFTV_264"
"E1",4,"Low water",21211,"NSFTV_264"
"E1",5,"Control",26913,"NSFTV_264"
"E1",5,"Low water",26771,"NSFTV_264"
"E3",9,"Control",98098,"NSFTV_264"
"E1",6,"Control",32876,"NSFTV_264"
"E2",7,"Control",73257,"NSFTV_264"
"E2",7,"Low water",62503,"NSFTV_264"
"E1",12,"Low water",104890,"NSFTV_264"
"E1",13,"Control",137868,"NSFTV_264"
"E1",13,"Low water",117359,"NSFTV_264"
"E3",4,"Control",38947,"NSFTV_264"
"E3",19,"Control",582543,"NSFTV_264"
"E3",19,"Low water",145806,"NSFTV_264"
"E3",7,"Low water",47892,"NSFTV_264"
"E3",8,"Control",80976,"NSFTV_264"
"E3",8,"Low water",62714,"NSFTV_264"
"E3",15,"Control",310265,"NSFTV_264"
"E1",11,"Control",88148,"NSFTV_264"
"E1",18,"Low water",226556,"NSFTV_264"
"E1",19,"Control",323893,"NSFTV_264"
"E1",19,"Low water",248890,"NSFTV_264"
"E3",22,"Low water",168502,"NSFTV_264"
"E2",15,"Low water",126842,"NSFTV_264"
"E2",4,"Control",43361,"NSFTV_264"
"E2",4,"Low water",35470,"NSFTV_264"
"E3",12,"Low water",91470,"NSFTV_264"
"E3",6,"Control",52942,"NSFTV_264"
"E3",6,"Low water",37270,"NSFTV_264"
"E3",7,"Control",65787,"NSFTV_264"
"E2",0,"Control",18224,"NSFTV_264"
"E2",0,"Low water",15906,"NSFTV_264"
"E3",9,"Low water",76413,"NSFTV_264"
"E3",10,"Control",122667,"NSFTV_264"
"E3",10,"Low water",84026,"NSFTV_264"
"E3",11,"Control",167566,"NSFTV_264"
"E2",3,"Low water",27529,"NSFTV_264"
"E2",9,"Control",90283,"NSFTV_264"
"E2",9,"Low water",81047,"NSFTV_264"
"E2",10,"Control",102238,"NSFTV_264"
"E3",13,"Control",218832,"NSFTV_264"
"E3",13,"Low water",103400,"NSFTV_264"
"E3",14,"Control",262673,"NSFTV_264"
"E3",14,"Low water",116756,"NSFTV_264"
"E1",10,"Low water",81928,"NSFTV_264"
"E2",6,"Low water",49952,"NSFTV_264"
"E3",21,"Control",724973,"NSFTV_264"
"E3",21,"Low water",174204,"NSFTV_264"
"E2",8,"Control",84066,"NSFTV_264"
"E2",8,"Low water",74010,"NSFTV_264"
"E3",3,"Low water",24090,"NSFTV_264"
"E2",15,"Control",209804,"NSFTV_264"
"E2",12,"Control",142374,"NSFTV_264"
"E2",10,"Low water",87668,"NSFTV_264"
"E2",11,"Control",123598,"NSFTV_264"
"E2",11,"Low water",92451,"NSFTV_264"
"E2",1,"Low water",20071,"NSFTV_264"
"E3",20,"Control",655560,"NSFTV_264"
"E3",20,"Low water",139003,"NSFTV_264"
"E2",1,"Control",22832,"NSFTV_264"
"E2",23,"Low water",131927,"NSFTV_264"
"E3",22,"Control",805542,"NSFTV_264"
"E3",3,"Control",29383,"NSFTV_264"
"E2",3,"Control",31559,"NSFTV_264"
"E2",19,"Low water",144679,"NSFTV_264"
"E2",20,"Control",358782,"NSFTV_264"
"E1",14,"Control",161605,"NSFTV_264"
"E2",19,"Control",319232,"NSFTV_264"
"E3",1,"Control",21843,"NSFTV_264"
"E3",1,"Low water",18728,"NSFTV_264"
"E2",20,"Low water",143819,"NSFTV_264"
"E2",21,"Control",388764,"NSFTV_264"
"E2",14,"Control",175458,"NSFTV_264"
"E2",14,"Low water",131138,"NSFTV_264"
"E2",2,"Control",25999,"NSFTV_264"
"E2",2,"Low water",23063,"NSFTV_264"
"E1",14,"Low water",138447,"NSFTV_264"
