"Exp","DayOfImaging","Watering.Regime","Mean","NSFTV.ID"
"E1",9,"Control",63537,"NSFTV_264"
"E1",9,"Low water",61800,"NSFTV_264"
"E1",10,"Control",75406,"NSFTV_264"
"E2",6,"Control",58618,"NSFTV_264"
"E1",16,"Control",206185,"NSFTV_264"
"E1",16,"Low water",178281,"NSFTV_264"
"E3",2,"Control",24715,"NSFTV_264"
"E3",2,"Low water",20626,"NSFTV_264"
"E2",22,"Low water",125266,"NSFTV_264"
"E2",23,"Control",469564,"NSFTV_264"
"E1",15,"Low water",163054,"NSFTV_264"
"E3",0,"Control",17999,"NSFTV_264"
"E3",0,"Low water",15216,"NSFTV_264"
"E1",15,"Control",181855,"NSFTV_264"
"E1",18,"Control",293914,"NSFTV_264"
"E2",21,"Low water",140493,"NSFTV_264"
"E2",22,"Control",444493,"NSFTV_264"
"E2",13,"Low water",118711,"NSFTV_264"
"E1",17,"Low water",194322,"NSFTV_264"
"E2",5,"Control",50446,"NSFTV_264"
"E2",5,"Low water",44760,"NSFTV_264"
"E1",17,"Control",254718,"NSFTV_264"
"E2",12,"Low water",103101,"NSFTV_264"
"E2",13,"Control",158878,"NSFTV_264"
"E1",1,"Control",15276.5,"NSFTV_263"
"E2",20,"Low water",104979,"NSFTV_263"
"E1",20,"Control",418327.5,"NSFTV_263"
"E2",15,"Low water",89024,"NSFTV_263"
"E3",21,"Low water",132382,"NSFTV_263"
"E2",20,"Control",225673,"NSFTV_263"
"E2",8,"Control",56602,"NSFTV_263"
"E3",2,"Control",17101,"NSFTV_263"
"E2",21,"Control",259315,"NSFTV_263"
"E2",5,"Low water",35323,"NSFTV_263"
"E2",6,"Control",35939,"NSFTV_263"
"E3",12,"Control",116050,"NSFTV_263"
"E1",0,"Low water",13948,"NSFTV_263"
"E3",1,"Control",14983,"NSFTV_263"
"E3",1,"Low water",13618,"NSFTV_263"
"E3",22,"Low water",142297,"NSFTV_263"
"E1",5,"Low water",37294.5,"NSFTV_263"
"E1",6,"Control",46067,"NSFTV_263"
"E2",5,"Control",31273,"NSFTV_263"
"E1",7,"Control",56734.5,"NSFTV_263"
"E1",7,"Low water",51765.5,"NSFTV_263"
"E1",20,"Low water",154793,"NSFTV_263"
"E1",6,"Low water",44161.5,"NSFTV_263"
"E2",17,"Control",187970,"NSFTV_263"
"E2",17,"Low water",99721,"NSFTV_263"
"E3",12,"Low water",66155,"NSFTV_263"
"E2",16,"Low water",91967,"NSFTV_263"
"E2",16,"Control",157659,"NSFTV_263"
"E2",7,"Low water",45924,"NSFTV_263"
"E3",14,"Control",155386,"NSFTV_263"
"E3",14,"Low water",71444,"NSFTV_263"
"E2",8,"Low water",57773,"NSFTV_263"
"E2",9,"Control",56134,"NSFTV_263"
"E2",9,"Low water",57839,"NSFTV_263"
"E2",10,"Control",67180,"NSFTV_263"
"E2",10,"Low water",61908,"NSFTV_263"
"E2",4,"Control",23896,"NSFTV_263"
"E2",4,"Low water",26971,"NSFTV_263"
"E2",23,"Low water",109245,"NSFTV_263"
"E2",6,"Low water",38002,"NSFTV_263"
"E2",7,"Control",43273,"NSFTV_263"
"E3",13,"Low water",67978,"NSFTV_263"
"E2",15,"Control",139840,"NSFTV_263"
"E3",22,"Control",533609,"NSFTV_263"
"E1",19,"Low water",144813.5,"NSFTV_263"
"E3",0,"Control",11578,"NSFTV_263"
"E3",0,"Low water",9806,"NSFTV_263"
"E2",2,"Control",16247,"NSFTV_263"
"E2",2,"Low water",17972,"NSFTV_263"
"E3",3,"Control",19373,"NSFTV_263"
"E3",3,"Low water",18545,"NSFTV_263"
"E1",1,"Low water",16559.5,"NSFTV_263"
"E1",10,"Control",103548.5,"NSFTV_263"
"E3",13,"Control",136593,"NSFTV_263"
"E2",14,"Low water",79081,"NSFTV_263"
"E2",19,"Low water",103641,"NSFTV_263"
"E2",0,"Control",14178,"NSFTV_263"
"E2",0,"Low water",14027,"NSFTV_263"
"E2",1,"Control",14009,"NSFTV_263"
"E2",1,"Low water",16350,"NSFTV_263"
"E3",16,"Control",229802,"NSFTV_263"
"E3",16,"Low water",94416,"NSFTV_263"
"E2",3,"Control",18985,"NSFTV_263"
"E2",3,"Low water",22145,"NSFTV_263"
"E3",11,"Control",92075,"NSFTV_263"
"E2",18,"Control",191441,"NSFTV_263"
"E2",18,"Low water",97562,"NSFTV_263"
"E2",19,"Control",196904,"NSFTV_263"
"E1",11,"Control",126071.5,"NSFTV_263"
"E1",11,"Low water",100501,"NSFTV_263"
"E1",12,"Control",148876.5,"NSFTV_263"
"E3",15,"Control",190513,"NSFTV_263"
"E3",15,"Low water",85521,"NSFTV_263"
"E3",8,"Control",58733,"NSFTV_263"
"E3",8,"Low water",32356,"NSFTV_263"
"E3",17,"Control",259487,"NSFTV_263"
"E2",11,"Control",77880,"NSFTV_263"
"E2",11,"Low water",61718,"NSFTV_263"
"E3",11,"Low water",66760,"NSFTV_263"
"E1",2,"Control",18144,"NSFTV_263"
"E1",10,"Low water",86539.5,"NSFTV_263"
"E2",13,"Low water",78365,"NSFTV_263"
"E2",14,"Control",112174,"NSFTV_263"
"E3",21,"Control",466812,"NSFTV_263"
"E1",19,"Control",390999.5,"NSFTV_263"
"E1",5,"Control",37757.5,"NSFTV_263"
"E1",13,"Control",172141,"NSFTV_263"
"E1",13,"Low water",113746,"NSFTV_263"
"E3",9,"Control",65171,"NSFTV_263"
"E3",2,"Low water",16965,"NSFTV_263"
"E2",22,"Control",296651,"NSFTV_263"
"E3",4,"Control",22994,"NSFTV_263"
"E2",23,"Control",339334,"NSFTV_263"
"E1",2,"Low water",22129.5,"NSFTV_263"
"E1",3,"Control",24328.5,"NSFTV_263"
"E1",3,"Low water",27137,"NSFTV_263"
"E1",4,"Control",31592,"NSFTV_263"
"E1",4,"Low water",32658.5,"NSFTV_263"
"E1",12,"Low water",106532,"NSFTV_263"
"E3",7,"Low water",33000,"NSFTV_263"
"E2",22,"Low water",112107,"NSFTV_263"
"E1",14,"Control",199962,"NSFTV_263"
"E2",21,"Low water",107397,"NSFTV_263"
"E3",17,"Low water",98047,"NSFTV_263"
"E3",20,"Control",414967,"NSFTV_263"
"E2",12,"Control",88057,"NSFTV_263"
"E2",12,"Low water",64056,"NSFTV_263"
"E2",13,"Control",106569,"NSFTV_263"
"E3",6,"Low water",28564,"NSFTV_263"
"E3",20,"Low water",123558,"NSFTV_263"
"E1",0,"Control",12442,"NSFTV_263"
"E1",18,"Low water",137857,"NSFTV_263"
"E1",8,"Control",70670.5,"NSFTV_263"
"E3",18,"Control",296748,"NSFTV_263"
"E1",9,"Control",87735.5,"NSFTV_263"
"E1",14,"Low water",120272,"NSFTV_263"
"E3",4,"Low water",19858,"NSFTV_263"
"E3",5,"Control",26984,"NSFTV_263"
"E3",5,"Low water",22677,"NSFTV_263"
"E1",9,"Low water",72798,"NSFTV_263"
"E3",7,"Control",40003,"NSFTV_263"
"E3",19,"Control",349898,"NSFTV_263"
"E1",8,"Low water",63004,"NSFTV_263"
"E3",6,"Control",32290,"NSFTV_263"
"E3",18,"Low water",103403,"NSFTV_263"
"E1",18,"Control",341193.5,"NSFTV_263"
"E3",19,"Low water",111183,"NSFTV_263"
"E1",15,"Low water",127059,"NSFTV_263"
"E1",17,"Low water",131077,"NSFTV_263"
"E3",10,"Low water",59672,"NSFTV_263"
"E1",17,"Control",302249.5,"NSFTV_263"
"E3",10,"Control",76248,"NSFTV_263"
"E1",15,"Control",235917,"NSFTV_263"
"E1",16,"Low water",128573.5,"NSFTV_263"
"E1",16,"Control",271371,"NSFTV_263"
"E3",9,"Low water",46793,"NSFTV_263"
"E1",19,"Low water",133977,"NSFTV_262"
"E1",19,"Control",635137,"NSFTV_262"
"E1",18,"Low water",135082,"NSFTV_262"
"E3",1,"Control",20196,"NSFTV_262"
"E3",0,"Low water",14500,"NSFTV_262"
"E1",20,"Low water",147907,"NSFTV_262"
"E1",20,"Control",706902,"NSFTV_262"
"E3",20,"Low water",143401,"NSFTV_262"
"E3",1,"Low water",17106,"NSFTV_262"
"E3",6,"Low water",44690,"NSFTV_262"
"E1",8,"Low water",93568,"NSFTV_262"
"E3",5,"Low water",37777,"NSFTV_262"
"E3",21,"Control",551015,"NSFTV_262"
"E1",10,"Control",173524,"NSFTV_262"
"E3",0,"Control",16368,"NSFTV_262"
"E1",18,"Control",569971,"NSFTV_262"
"E3",6,"Control",50640,"NSFTV_262"
"E1",11,"Low water",114533,"NSFTV_262"
"E1",12,"Control",233077,"NSFTV_262"
"E1",12,"Low water",116589,"NSFTV_262"
"E1",11,"Control",203251,"NSFTV_262"
"E2",0,"Control",14746,"NSFTV_262"
"E1",8,"Control",120506,"NSFTV_262"
"E3",8,"Control",80299,"NSFTV_262"
"E1",9,"Control",145823,"NSFTV_262"
"E1",9,"Low water",101586,"NSFTV_262"
"E2",1,"Control",18221,"NSFTV_262"
"E2",1,"Low water",19583,"NSFTV_262"
"E1",10,"Low water",109910,"NSFTV_262"
"E1",17,"Low water",125500,"NSFTV_262"
"E3",20,"Control",494464,"NSFTV_262"
"E2",9,"Low water",59907,"NSFTV_262"
"E2",10,"Control",108410,"NSFTV_262"
"E3",22,"Control",598390,"NSFTV_262"
"E3",2,"Control",25142,"NSFTV_262"
"E3",2,"Low water",21543,"NSFTV_262"
"E2",12,"Control",137351,"NSFTV_262"
"E3",8,"Low water",62653,"NSFTV_262"
"E2",0,"Low water",15390,"NSFTV_262"
"E3",4,"Control",34457,"NSFTV_262"
"E3",4,"Low water",31530,"NSFTV_262"
"E1",17,"Control",488034,"NSFTV_262"
"E3",5,"Control",43217,"NSFTV_262"
"E2",16,"Low water",89707,"NSFTV_262"
"E2",17,"Control",288296,"NSFTV_262"
"E2",17,"Low water",95970,"NSFTV_262"
"E3",21,"Low water",157667,"NSFTV_262"
"E2",11,"Control",126395,"NSFTV_262"
"E2",11,"Low water",69322,"NSFTV_262"
"E3",7,"Control",60751,"NSFTV_262"
"E3",3,"Control",27493,"NSFTV_262"
"E3",3,"Low water",27778,"NSFTV_262"
"E2",20,"Low water",102655,"NSFTV_262"
"E3",9,"Control",101773,"NSFTV_262"
"E3",9,"Low water",71190,"NSFTV_262"
"E3",10,"Control",123986,"NSFTV_262"
"E2",2,"Control",20605,"NSFTV_262"
"E2",2,"Low water",23705,"NSFTV_262"
"E2",3,"Control",23763,"NSFTV_262"
"E2",3,"Low water",26926,"NSFTV_262"
"E1",13,"Control",273166,"NSFTV_262"
"E1",13,"Low water",125467,"NSFTV_262"
"E1",14,"Control",337610,"NSFTV_262"
"E1",7,"Low water",79050,"NSFTV_262"
"E2",20,"Control",438806,"NSFTV_262"
"E1",15,"Low water",125716,"NSFTV_262"
"E1",16,"Control",419776,"NSFTV_262"
"E1",16,"Low water",126942,"NSFTV_262"
"E3",19,"Control",405171,"NSFTV_262"
"E3",19,"Low water",134620,"NSFTV_262"
"E2",9,"Control",91279,"NSFTV_262"
"E2",16,"Control",254986,"NSFTV_262"
"E1",5,"Low water",52429,"NSFTV_262"
"E2",10,"Low water",63141,"NSFTV_262"
"E1",0,"Control",21033,"NSFTV_262"
"E1",0,"Low water",17291,"NSFTV_262"
"E1",1,"Control",25682,"NSFTV_262"
"E3",22,"Low water",176049,"NSFTV_262"
"E2",13,"Control",155609,"NSFTV_262"
"E2",13,"Low water",79460,"NSFTV_262"
"E2",14,"Control",187509,"NSFTV_262"
"E2",14,"Low water",81622,"NSFTV_262"
"E2",15,"Control",215161,"NSFTV_262"
"E2",15,"Low water",85052,"NSFTV_262"
"E2",23,"Control",567217,"NSFTV_262"
"E2",23,"Low water",107756,"NSFTV_262"
"E1",6,"Control",81896,"NSFTV_262"
"E2",18,"Control",350839,"NSFTV_262"
"E2",18,"Low water",96644,"NSFTV_262"
"E2",19,"Control",410029,"NSFTV_262"
"E3",7,"Low water",53056,"NSFTV_262"
"E1",15,"Control",391874,"NSFTV_262"
"E3",17,"Control",312926,"NSFTV_262"
"E2",21,"Control",476700,"NSFTV_262"
"E2",21,"Low water",103053,"NSFTV_262"
"E2",22,"Control",529549,"NSFTV_262"
"E2",22,"Low water",104964,"NSFTV_262"
"E3",16,"Low water",114911,"NSFTV_262"
"E1",5,"Control",67275,"NSFTV_262"
"E3",11,"Low water",91716,"NSFTV_262"
"E3",12,"Control",161538,"NSFTV_262"
"E2",4,"Control",29555,"NSFTV_262"
"E2",4,"Low water",31072,"NSFTV_262"
"E1",14,"Low water",124219,"NSFTV_262"
"E2",19,"Low water",102510,"NSFTV_262"
"E1",1,"Low water",22299,"NSFTV_262"
"E3",17,"Low water",118563,"NSFTV_262"
"E3",18,"Control",356280,"NSFTV_262"
"E3",18,"Low water",126516,"NSFTV_262"
"E2",8,"Low water",54510,"NSFTV_262"
"E1",4,"Low water",41736,"NSFTV_262"
"E3",10,"Low water",84550,"NSFTV_262"
"E3",11,"Control",142849,"NSFTV_262"
"E2",5,"Control",43188,"NSFTV_262"
"E1",6,"Low water",63745,"NSFTV_262"
"E1",7,"Control",100471,"NSFTV_262"
"E3",12,"Low water",99235,"NSFTV_262"
"E1",3,"Control",42897,"NSFTV_262"
"E2",5,"Low water",37004,"NSFTV_262"
"E2",12,"Low water",74008,"NSFTV_262"
"E1",2,"Low water",26904,"NSFTV_262"
"E2",6,"Low water",42375,"NSFTV_262"
"E1",4,"Control",53523,"NSFTV_262"
"E2",8,"Control",78076,"NSFTV_262"
"E3",16,"Control",274407,"NSFTV_262"
"E3",13,"Low water",105058,"NSFTV_262"
"E2",7,"Control",62481,"NSFTV_262"
"E3",13,"Control",193324,"NSFTV_262"
"E2",6,"Control",53530,"NSFTV_262"
"E3",15,"Low water",111292,"NSFTV_262"
"E1",2,"Control",32731,"NSFTV_262"
"E2",7,"Low water",49007,"NSFTV_262"
"E1",3,"Low water",36713,"NSFTV_262"
"E3",14,"Low water",108806,"NSFTV_262"
"E3",15,"Control",242092,"NSFTV_262"
"E3",14,"Control",214967,"NSFTV_262"
"E1",18,"Control",534465,"NSFTV_261"
"E1",4,"Low water",37431,"NSFTV_261"
"E1",17,"Low water",208534,"NSFTV_261"
"E2",15,"Low water",156616,"NSFTV_261"
"E1",19,"Control",608965,"NSFTV_261"
"E1",0,"Control",13844,"NSFTV_261"
"E1",4,"Control",40264,"NSFTV_261"
"E1",18,"Low water",219562,"NSFTV_261"
"E2",20,"Control",387356,"NSFTV_261"
"E3",17,"Low water",174909,"NSFTV_261"
"E2",15,"Control",177152,"NSFTV_261"
"E2",19,"Low water",182675,"NSFTV_261"
"E2",16,"Control",215182,"NSFTV_261"
"E2",20,"Low water",180382,"NSFTV_261"
"E1",17,"Control",441601,"NSFTV_261"
"E1",0,"Low water",13517,"NSFTV_261"
"E2",5,"Low water",44146,"NSFTV_261"
"E2",6,"Control",53449,"NSFTV_261"
"E2",6,"Low water",56349,"NSFTV_261"
"E3",16,"Low water",168042,"NSFTV_261"
"E1",19,"Low water",244222,"NSFTV_261"
"E1",7,"Control",86026,"NSFTV_261"
"E1",7,"Low water",72237,"NSFTV_261"
"E2",7,"Control",67431,"NSFTV_261"
"E2",17,"Control",255529,"NSFTV_261"
"E2",17,"Low water",176893,"NSFTV_261"
"E3",17,"Control",417740,"NSFTV_261"
"E1",16,"Low water",203856,"NSFTV_261"
"E1",3,"Low water",28661,"NSFTV_261"
"E3",3,"Low water",27861,"NSFTV_261"
"E3",4,"Control",37125,"NSFTV_261"
"E1",5,"Control",49601,"NSFTV_261"
"E1",5,"Low water",47603,"NSFTV_261"
"E2",14,"Low water",143421,"NSFTV_261"
"E1",20,"Control",683971,"NSFTV_261"
"E1",1,"Control",18600,"NSFTV_261"
"E2",16,"Low water",171316,"NSFTV_261"
"E1",2,"Control",24008,"NSFTV_261"
"E1",2,"Low water",23604,"NSFTV_261"
"E2",18,"Control",307163,"NSFTV_261"
"E1",3,"Control",29539,"NSFTV_261"
"E2",18,"Low water",182298,"NSFTV_261"
"E2",19,"Control",348392,"NSFTV_261"
"E3",11,"Control",150511,"NSFTV_261"
"E3",11,"Low water",103504,"NSFTV_261"
"E3",12,"Control",182047,"NSFTV_261"
"E2",21,"Control",442472,"NSFTV_261"
"E1",6,"Control",64737,"NSFTV_261"
"E1",6,"Low water",58459,"NSFTV_261"
"E3",6,"Low water",48532,"NSFTV_261"
"E3",7,"Control",66312,"NSFTV_261"
"E1",8,"Control",100864,"NSFTV_261"
"E1",8,"Low water",95394,"NSFTV_261"
"E1",9,"Control",117418,"NSFTV_261"
"E3",16,"Control",356313,"NSFTV_261"
"E1",16,"Control",372548,"NSFTV_261"
"E2",5,"Control",40420,"NSFTV_261"
"E3",3,"Control",30967,"NSFTV_261"
"E2",13,"Control",131493,"NSFTV_261"
"E3",4,"Low water",30340,"NSFTV_261"
"E2",7,"Low water",66550,"NSFTV_261"
"E2",8,"Control",83673,"NSFTV_261"
"E1",20,"Low water",255915,"NSFTV_261"
"E1",1,"Low water",17528,"NSFTV_261"
"E3",0,"Control",17164,"NSFTV_261"
"E3",0,"Low water",15049,"NSFTV_261"
"E3",1,"Control",19298,"NSFTV_261"
"E3",1,"Low water",17657,"NSFTV_261"
"E3",2,"Control",23249,"NSFTV_261"
"E3",2,"Low water",20695,"NSFTV_261"
"E3",10,"Control",123836,"NSFTV_261"
"E3",10,"Low water",98100,"NSFTV_261"
"E2",0,"Control",15152,"NSFTV_261"
"E3",5,"Control",41209,"NSFTV_261"
"E3",5,"Low water",35964,"NSFTV_261"
"E3",6,"Control",52732,"NSFTV_261"
"E2",22,"Low water",193839,"NSFTV_261"
"E2",23,"Control",545366,"NSFTV_261"
"E3",7,"Low water",55720,"NSFTV_261"
"E3",8,"Control",81813,"NSFTV_261"
"E3",8,"Low water",66495,"NSFTV_261"
"E3",9,"Control",103954,"NSFTV_261"
"E3",9,"Low water",84457,"NSFTV_261"
"E2",12,"Control",155323,"NSFTV_261"
"E2",12,"Low water",116209,"NSFTV_261"
"E3",22,"Control",927873,"NSFTV_261"
"E3",12,"Low water",117698,"NSFTV_261"
"E2",21,"Low water",186341,"NSFTV_261"
"E2",22,"Control",490459,"NSFTV_261"
"E3",13,"Control",207087,"NSFTV_261"
"E2",8,"Low water",70850,"NSFTV_261"
"E2",23,"Low water",202972,"NSFTV_261"
"E3",15,"Control",289750,"NSFTV_261"
"E3",15,"Low water",155507,"NSFTV_261"
"E2",4,"Control",33383,"NSFTV_261"
"E2",4,"Low water",38293,"NSFTV_261"
"E1",9,"Low water",112854,"NSFTV_261"
"E1",10,"Control",138248,"NSFTV_261"
"E1",10,"Low water",131012,"NSFTV_261"
"E2",13,"Low water",127541,"NSFTV_261"
"E2",14,"Control",145634,"NSFTV_261"
"E2",1,"Control",17946,"NSFTV_261"
"E1",11,"Low water",151344,"NSFTV_261"
"E3",13,"Low water",128268,"NSFTV_261"
"E2",9,"Control",97015,"NSFTV_261"
"E2",9,"Low water",78833,"NSFTV_261"
"E2",10,"Control",115246,"NSFTV_261"
"E2",11,"Control",136301,"NSFTV_261"
"E2",11,"Low water",111002,"NSFTV_261"
"E1",15,"Low water",199969,"NSFTV_261"
"E3",21,"Control",789646,"NSFTV_261"
"E3",21,"Low water",256389,"NSFTV_261"
"E1",11,"Control",169383,"NSFTV_261"
"E2",0,"Low water",18529,"NSFTV_261"
"E3",14,"Low water",143277,"NSFTV_261"
"E2",3,"Control",28315,"NSFTV_261"
"E1",12,"Control",198009,"NSFTV_261"
"E3",14,"Control",243240,"NSFTV_261"
"E3",20,"Low water",236156,"NSFTV_261"
"E3",20,"Control",696923,"NSFTV_261"
"E2",3,"Low water",31032,"NSFTV_261"
"E1",15,"Control",341564,"NSFTV_261"
"E3",22,"Low water",296118,"NSFTV_261"
"E3",18,"Control",520399,"NSFTV_261"
"E3",18,"Low water",189548,"NSFTV_261"
"E3",19,"Control",604985,"NSFTV_261"
"E2",1,"Low water",20513,"NSFTV_261"
"E3",19,"Low water",206658,"NSFTV_261"
"E2",2,"Control",21528,"NSFTV_261"
"E2",2,"Low water",24396,"NSFTV_261"
"E2",10,"Low water",97999,"NSFTV_261"
"E1",14,"Low water",192542,"NSFTV_261"
"E1",12,"Low water",171088,"NSFTV_261"
"E1",14,"Control",287184,"NSFTV_261"
"E1",13,"Low water",186073,"NSFTV_261"
"E1",13,"Control",241893,"NSFTV_261"
"E2",4,"Control",31695,"NSFTV_260"
"E2",5,"Control",37858,"NSFTV_260"
"E3",14,"Control",183274,"NSFTV_260"
"E2",11,"Low water",77190,"NSFTV_260"
"E2",3,"Low water",26499,"NSFTV_260"
"E3",2,"Low water",18619,"NSFTV_260"
"E2",4,"Low water",30393,"NSFTV_260"
"E3",1,"Low water",13974,"NSFTV_260"
"E1",18,"Control",364538,"NSFTV_260"
"E3",13,"Low water",90174,"NSFTV_260"
"E2",23,"Control",392811,"NSFTV_260"
"E3",14,"Low water",92824,"NSFTV_260"
"E2",3,"Control",28854,"NSFTV_260"
"E3",2,"Control",21224,"NSFTV_260"
"E2",11,"Control",102253,"NSFTV_260"
"E2",12,"Control",97325,"NSFTV_260"
"E2",23,"Low water",118742,"NSFTV_260"
"E3",13,"Control",163554,"NSFTV_260"
"E2",22,"Low water",112414,"NSFTV_260"
"E2",9,"Control",72136,"NSFTV_260"
"E2",5,"Low water",36969,"NSFTV_260"
"E2",10,"Control",93742,"NSFTV_260"
"E1",18,"Low water",150074,"NSFTV_260"
"E3",15,"Control",226693,"NSFTV_260"
"E3",4,"Low water",25095,"NSFTV_260"
"E2",2,"Low water",23916,"NSFTV_260"
"E3",12,"Low water",81007,"NSFTV_260"
"E3",5,"Low water",30404,"NSFTV_260"
"E3",6,"Control",44236,"NSFTV_260"
"E3",6,"Low water",34074,"NSFTV_260"
"E3",7,"Control",52644,"NSFTV_260"
"E3",1,"Control",17574,"NSFTV_260"
"E2",10,"Low water",67775,"NSFTV_260"
"E1",6,"Control",50554.5,"NSFTV_260"
"E3",3,"Control",23569,"NSFTV_260"
"E3",3,"Low water",20294,"NSFTV_260"
"E3",4,"Control",30901,"NSFTV_260"
"E2",13,"Control",120806,"NSFTV_260"
"E2",13,"Low water",90696,"NSFTV_260"
"E3",5,"Control",37447,"NSFTV_260"
"E2",22,"Control",358167,"NSFTV_260"
"E1",16,"Low water",142258.5,"NSFTV_260"
"E1",17,"Control",315238,"NSFTV_260"
"E1",17,"Low water",144535,"NSFTV_260"
"E3",20,"Control",525987,"NSFTV_260"
"E3",20,"Low water",83421,"NSFTV_260"
"E1",19,"Control",404656,"NSFTV_260"
"E3",22,"Control",698704,"NSFTV_260"
"E3",22,"Low water",93621,"NSFTV_260"
"E2",12,"Low water",81674,"NSFTV_260"
"E2",7,"Control",51659,"NSFTV_260"
"E2",1,"Low water",20707,"NSFTV_260"
"E2",2,"Control",25688,"NSFTV_260"
"E2",8,"Control",61863,"NSFTV_260"
"E2",8,"Low water",53673,"NSFTV_260"
"E1",4,"Control",33701,"NSFTV_260"
"E2",9,"Low water",55234,"NSFTV_260"
"E1",11,"Control",127453.5,"NSFTV_260"
"E3",7,"Low water",37120,"NSFTV_260"
"E1",5,"Low water",36425,"NSFTV_260"
"E3",15,"Low water",97983,"NSFTV_260"
"E2",6,"Control",44924,"NSFTV_260"
"E2",6,"Low water",46406,"NSFTV_260"
"E1",7,"Low water",48327,"NSFTV_260"
"E1",8,"Control",79626,"NSFTV_260"
"E1",8,"Low water",59641.5,"NSFTV_260"
"E1",9,"Control",98671.5,"NSFTV_260"
"E1",9,"Low water",69956,"NSFTV_260"
"E1",10,"Control",114162,"NSFTV_260"
"E1",10,"Low water",83884,"NSFTV_260"
"E3",19,"Low water",89919,"NSFTV_260"
"E1",4,"Low water",29987.5,"NSFTV_260"
"E3",8,"Control",66071,"NSFTV_260"
"E3",21,"Control",624774,"NSFTV_260"
"E1",6,"Low water",42232,"NSFTV_260"
"E1",7,"Control",65628,"NSFTV_260"
"E2",0,"Control",16091,"NSFTV_260"
"E2",0,"Low water",16289,"NSFTV_260"
"E2",1,"Control",20203,"NSFTV_260"
"E3",12,"Control",138767,"NSFTV_260"
"E2",20,"Low water",103111,"NSFTV_260"
"E2",21,"Control",313960,"NSFTV_260"
"E2",21,"Low water",109272,"NSFTV_260"
"E2",15,"Control",162022,"NSFTV_260"
"E2",15,"Low water",99637,"NSFTV_260"
"E1",5,"Control",41511.5,"NSFTV_260"
"E1",12,"Control",149743.5,"NSFTV_260"
"E3",8,"Low water",43333,"NSFTV_260"
"E3",16,"Control",268735,"NSFTV_260"
"E3",16,"Low water",98260,"NSFTV_260"
"E3",17,"Control",322096,"NSFTV_260"
"E3",17,"Low water",99935,"NSFTV_260"
"E2",7,"Low water",48215,"NSFTV_260"
"E3",18,"Control",376502,"NSFTV_260"
"E3",18,"Low water",86588,"NSFTV_260"
"E3",19,"Control",454900,"NSFTV_260"
"E1",3,"Low water",24307,"NSFTV_260"
"E3",21,"Low water",101634,"NSFTV_260"
"E1",11,"Low water",93038.5,"NSFTV_260"
"E3",0,"Low water",10635,"NSFTV_260"
"E2",16,"Control",176530,"NSFTV_260"
"E3",11,"Control",109091,"NSFTV_260"
"E3",9,"Low water",53886,"NSFTV_260"
"E3",10,"Control",90836,"NSFTV_260"
"E3",10,"Low water",67016,"NSFTV_260"
"E1",1,"Control",16864,"NSFTV_260"
"E3",11,"Low water",72049,"NSFTV_260"
"E2",14,"Control",142397,"NSFTV_260"
"E2",14,"Low water",93936,"NSFTV_260"
"E1",16,"Control",270513.5,"NSFTV_260"
"E3",9,"Control",75476,"NSFTV_260"
"E3",0,"Control",13635,"NSFTV_260"
"E1",0,"Low water",12288.5,"NSFTV_260"
"E1",13,"Control",171925.5,"NSFTV_260"
"E1",1,"Low water",16679,"NSFTV_260"
"E1",0,"Control",12882.5,"NSFTV_260"
"E1",15,"Low water",137013,"NSFTV_260"
"E1",2,"Low water",20322.5,"NSFTV_260"
"E1",13,"Low water",111058,"NSFTV_260"
"E1",2,"Control",20991,"NSFTV_260"
"E1",12,"Low water",99357,"NSFTV_260"
"E1",20,"Control",466968.5,"NSFTV_260"
"E1",3,"Control",26129.5,"NSFTV_260"
"E2",16,"Low water",102308,"NSFTV_260"
"E1",14,"Low water",124522,"NSFTV_260"
"E2",18,"Control",236046,"NSFTV_260"
"E2",17,"Control",204664,"NSFTV_260"
"E1",14,"Control",199325.5,"NSFTV_260"
"E1",19,"Low water",148074,"NSFTV_260"
"E1",15,"Control",235461.5,"NSFTV_260"
"E2",17,"Low water",99294,"NSFTV_260"
"E2",19,"Low water",104451,"NSFTV_260"
"E2",18,"Low water",87118,"NSFTV_260"
"E2",20,"Control",276981,"NSFTV_260"
"E2",19,"Control",253107,"NSFTV_260"
"E1",20,"Low water",159226.5,"NSFTV_260"
"E2",0,"Low water",24584,"NSFTV_259"
"E2",0,"Control",19827,"NSFTV_259"
"E2",1,"Low water",29509,"NSFTV_259"
"E3",10,"Low water",76457,"NSFTV_259"
"E2",1,"Control",25956,"NSFTV_259"
"E1",6,"Low water",73539,"NSFTV_259"
"E3",10,"Control",136627,"NSFTV_259"
"E2",19,"Control",302945,"NSFTV_259"
"E3",11,"Control",169909,"NSFTV_259"
"E2",19,"Low water",172377,"NSFTV_259"
"E1",9,"Low water",116654,"NSFTV_259"
"E1",20,"Low water",183822,"NSFTV_259"
"E2",6,"Control",55628,"NSFTV_259"
"E1",10,"Control",146477,"NSFTV_259"
"E2",20,"Control",352963,"NSFTV_259"
"E3",11,"Low water",90195,"NSFTV_259"
"E3",12,"Control",196876,"NSFTV_259"
"E1",13,"Low water",136649,"NSFTV_259"
"E1",14,"Control",287217,"NSFTV_259"
"E1",14,"Low water",133670,"NSFTV_259"
"E1",13,"Control",245316,"NSFTV_259"
"E1",7,"Control",90327,"NSFTV_259"
